ID,title,description,streetaddress,lon,lat,geoAddress,city,state,amenityfeatures,type,Year,notes,dateadded,lastmodified,full.address,status
286,New York Ave. between 10th & 13th St. N.W. - in area of bus depots,,,-77.028083,38.900708,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1976,Pin at NY and 12th,2/24/2020 5:41pm,2/26/2020 4:48pm,", District of Columbia",Verified Location
271,New York Ave. between 10th & 13th St. N.W. - in area of bus depots,,,-77.028083,38.900708,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1975,Pin at NY and 12th,2/24/2020 5:41pm,2/26/2020 4:48pm,", District of Columbia",Verified Location
332,New York Avenue between 10th & 13th Streets,('Hustlers'),,-77.028083,38.900708,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1979,Pin at NY and 12th,2/24/2020 5:41pm,2/26/2020 4:48pm,", District of Columbia",Verified Location
316,New York Avenue between 10th & 13th Streets,,,-77.028083,38.900708,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1978,Pin at NY and 12th,2/24/2020 5:41pm,2/26/2020 4:48pm,", District of Columbia",Verified Location
299,New York Avenue between 10th & 13th Streets,,,-77.028083,38.900708,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1977,Pin at NY and 12th,2/24/2020 5:41pm,2/26/2020 4:48pm,", District of Columbia",Verified Location
348,New York Avenue between 10th & 13th Streets,('Hustlers'),,-77.028083,38.900708,unclear_coded_by_hand,Washington,District of Columbia,Cruisy Area,Cruising Areas,1980,Pin at NY and 12th,2/24/2020 5:41pm,2/26/2020 4:48pm,", District of Columbia",Verified Location
481,Nob Hill,,1101 Kenyon NW,-77.0279412,38.9299319,"1101 kenyon st nw, washington, dc 20010, usa",Washington,District of Columbia,(B) - Blacks frequent,"Restaurant,Bars/Clubs",1979,NA,2/18/2020 12:45am,2/18/2020 2:10am,"1101 Kenyon NW, District of Columbia",Google Verified Location
63,Nob Hill,,1101 Kenyon NW,-77.0279412,38.9299319,"1101 kenyon st nw, washington, dc 20010, usa",Washington,District of Columbia,,"Restaurant,Bars/Clubs",1969,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"1101 Kenyon NW, District of Columbia",Google Verified Location
205,Nob Hill,,1101 Kenyon NW,-77.0279412,38.9299319,"1101 kenyon st nw, washington, dc 20010, usa",Washington,District of Columbia,(B) - Blacks frequent,"Restaurant,Bars/Clubs",1974,NA,2/16/2020 5:59pm,2/17/2020 1:06am,"1101 Kenyon NW, District of Columbia",Google Verified Location
424,Nob Hill,,1101 Kenyon NW,-77.0279412,38.9299319,"1101 kenyon st nw, washington, dc 20010, usa",Washington,District of Columbia,(B) - Blacks frequent,"Restaurant,Bars/Clubs",1978,NA,2/17/2020 7:58pm,2/18/2020 2:10am,"1101 Kenyon NW, District of Columbia",Google Verified Location
255,Nob Hill,,1101 Kenyon NW,-77.0279412,38.9299319,"1101 kenyon st nw, washington, dc 20010, usa",Washington,District of Columbia,(B) - Blacks frequent,"Restaurant,Bars/Clubs",1975,NA,2/17/2020 12:53am,2/17/2020 1:06am,"1101 Kenyon NW, District of Columbia",Google Verified Location
43,Nob Hill,,1101 Kenyon NW,-77.0279412,38.9299319,"1101 kenyon st nw, washington, dc 20010, usa",Washington,District of Columbia,,"Restaurant,Bars/Clubs",1968,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"1101 Kenyon NW, District of Columbia",Google Verified Location
82,Nob Hill,,1101 Kenyon NW,-77.0279412,38.9299319,"1101 kenyon st nw, washington, dc 20010, usa",Washington,District of Columbia,,"Restaurant,Bars/Clubs",1970,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"1101 Kenyon NW, District of Columbia",Google Verified Location
25,Nob Hill,,1101 Kenyon NW,-77.0279412,38.9299319,"1101 kenyon st nw, washington, dc 20010, usa",Washington,District of Columbia,,"Restaurant,Bars/Clubs",1966,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"1101 Kenyon NW, District of Columbia",Google Verified Location
166,Nob Hill,,1101 Kenyon NW,-77.0279412,38.9299319,"1101 kenyon st nw, washington, dc 20010, usa",Washington,District of Columbia,(B) - Blacks frequent,"Restaurant,Bars/Clubs",1973,NA,2/16/2020 5:59pm,2/17/2020 1:06am,"1101 Kenyon NW, District of Columbia",Google Verified Location
129,Nob Hill,,1101 Kenyon NW,-77.0279412,38.9299319,"1101 kenyon st nw, washington, dc 20010, usa",Washington,District of Columbia,(B) - Blacks frequent,"Restaurant,Bars/Clubs",1972,NA,2/16/2020 5:39pm,2/17/2020 1:06am,"1101 Kenyon NW, District of Columbia",Google Verified Location
536,Nob Hill,,1101 Kenyon NW,-77.0279412,38.9299319,"1101 kenyon st nw, washington, dc 20010, usa",Washington,District of Columbia,(B) - Blacks frequent,"Restaurant,Bars/Clubs",1980,NA,2/18/2020 1:18am,2/18/2020 2:11am,"1101 Kenyon NW, District of Columbia",Google Verified Location
364,Nob Hill,,1101 Kenyon NW,-77.0279412,38.9299319,"1101 kenyon st nw, washington, dc 20010, usa",Washington,District of Columbia,(B) - Blacks frequent,"Restaurant,Bars/Clubs",1977,NA,2/17/2020 1:09am,2/18/2020 2:09am,"1101 Kenyon NW, District of Columbia",Google Verified Location
306,Nob Hill,,1101 Kenyon NW,-77.0279412,38.9299319,"1101 kenyon st nw, washington, dc 20010, usa",Washington,District of Columbia,(B) - Blacks frequent,"Restaurant,Bars/Clubs",1976,NA,2/17/2020 1:08am,2/17/2020 1:29am,"1101 Kenyon NW, District of Columbia",Google Verified Location
545,Olympic Baths,(2nd floor) (Wed SM & Levi nite),1405 H St. NW,-77.0326108,38.9003888,"1405 h st nw, washington, dc 20005, usa",Washington,District of Columbia,(*) - Very popular,Baths,1980,NA,2/18/2020 1:55am,2/18/2020 2:11am,"1405 H St. NW, District of Columbia",Google Verified Location
491,Olympic Baths,(2nd floor) (Should be a winner),1405 H St. NW,-77.0326108,38.9003888,"1405 h st nw, washington, dc 20005, usa",Washington,District of Columbia,,Baths,1979,NA,2/18/2020 12:45am,2/18/2020 2:10am,"1405 H St. NW, District of Columbia",Google Verified Location
307,Oscar's Eye, (above Louie's),305 9th St. NW,-77.0236663,38.8923768,"305 9th st nw, washington, dc 20004, usa",Washington,District of Columbia,"(S) - Shows - impersonators or record pantomime acts - often touristy,(WE) = Weekends",Bars/Clubs,1976,NA,2/17/2020 1:08am,2/17/2020 1:29am,"305 9th St. NW, District of Columbia",Google Verified Location
256,Oscar's Eye,(weekends) (above Louie's),305 9th St. NW,-77.0236663,38.8923768,"305 9th st nw, washington, dc 20004, usa",Washington,District of Columbia,(S) - Shows - impersonators or record pantomime acts - often touristy,Bars/Clubs,1975,NA,2/17/2020 12:53am,2/17/2020 1:06am,"305 9th St. NW, District of Columbia",Google Verified Location
551,Other Side,(Many L),1345 Half St.,-77.0110056,38.8739079,"1345 half st sw, washington, dc 20024, usa",Washington,District of Columbia,"""(L) - Ladies/Ms, but seldom exclusively unless noted"",(*) - Very popular",Bars/Clubs,1980,NA,2/18/2020 1:59am,2/18/2020 2:11am,"1345 Half St., District of Columbia",Google Verified Location
492,Owl & Tortoise,('Mixed bag') (Italian R),916 19th St. NW,-77.0434621,38.9018134,"916 19th st nw, washington, dc 20006, usa",Washington,District of Columbia,,Restaurant,1979,NA,2/18/2020 12:45am,2/18/2020 2:10am,"916 19th St. NW, District of Columbia",Google Verified Location
130,Paramount Steak House,,1519 17th St N.W.,-77.0381521,38.9104801,"1519 17th st nw, washington, dc 20036, usa",Washington,District of Columbia,(*) - Very popular,Restaurant,1972,NA,2/16/2020 5:39pm,2/17/2020 1:06am,"1519 17th St N.W., District of Columbia",Google Verified Location
426,Paramount Steak House,(Georgetown),1227 Wisconsin Ave NW,-77.0626188,38.9058461,"1227 wisconsin ave nw, washington, dc 20007, usa",Washington,District of Columbia,(M) - Mixed Crowds - Some Straights,Restaurant,1978,NA,2/17/2020 7:58pm,2/18/2020 2:10am,"1227 Wisconsin Ave NW, District of Columbia",Google Verified Location
366,Paramount Steak House,(Georgetown),1227 Wisconsin Ave NW,-77.0626188,38.9058461,"1227 wisconsin ave nw, washington, dc 20007, usa",Washington,District of Columbia,(M) - Mixed Crowds - Some Straights,Restaurant,1977,NA,2/17/2020 7:57pm,2/18/2020 2:09am,"1227 Wisconsin Ave NW, District of Columbia",Google Verified Location
309,Paramount Steak House,(Georgetown),1227 Wisconsin Ave NW,-77.0626188,38.9058461,"1227 wisconsin ave nw, washington, dc 20007, usa",Washington,District of Columbia,,Restaurant,1976,NA,2/17/2020 1:08am,2/17/2020 1:29am,"1227 Wisconsin Ave NW, District of Columbia",Google Verified Location
537,Paramount Steak House,,1519 17th St N.W.,-77.0381521,38.9104801,"1519 17th st nw, washington, dc 20036, usa",Washington,District of Columbia,(*) - Very popular,Restaurant,1980,NA,2/18/2020 1:55am,2/18/2020 2:11am,"1519 17th St N.W., District of Columbia",Google Verified Location
214,Paramount Steak House,,17th & R Sts NW,-77.038409,38.912563,unclear_coded_by_hand,Washington,District of Columbia,,Restaurant,1971,,2/24/2020 5:41pm,2/26/2020 4:49pm,"17th & R Sts NW, District of Columbia",Verified Location
308,Paramount Steak House,,1519 17th St N.W.,-77.0381521,38.9104801,"1519 17th st nw, washington, dc 20036, usa",Washington,District of Columbia,(*) - Very popular,Restaurant,1976,NA,2/17/2020 1:08am,2/17/2020 1:29am,"1519 17th St N.W., District of Columbia",Google Verified Location
425,Paramount Steak House,,1519 17th St N.W.,-77.0381521,38.9104801,"1519 17th st nw, washington, dc 20036, usa",Washington,District of Columbia,(M) - Mixed Crowds - Some Straights,Restaurant,1978,NA,2/17/2020 7:58pm,2/18/2020 2:10am,"1519 17th St N.W., District of Columbia",Google Verified Location
482,Paramount Steak House,,1519 17th St N.W.,-77.0381521,38.9104801,"1519 17th st nw, washington, dc 20036, usa",Washington,District of Columbia,(*) - Very popular,Restaurant,1979,NA,2/18/2020 12:45am,2/18/2020 2:10am,"1519 17th St N.W., District of Columbia",Google Verified Location
206,Paramount Steak House,,1519 17th St N.W.,-77.0381521,38.9104801,"1519 17th st nw, washington, dc 20036, usa",Washington,District of Columbia,(*) - Very popular,Restaurant,1974,NA,2/16/2020 5:59pm,2/17/2020 1:06am,"1519 17th St N.W., District of Columbia",Google Verified Location
257,Paramount Steak House,,1519 17th St N.W.,-77.0381521,38.9104801,"1519 17th st nw, washington, dc 20036, usa",Washington,District of Columbia,(*) - Very popular,Restaurant,1975,NA,2/17/2020 12:53am,2/17/2020 1:06am,"1519 17th St N.W., District of Columbia",Google Verified Location
177,Paramount Steak House,,17th & R Sts NW,-77.038409,38.912563,unclear_coded_by_hand,Washington,District of Columbia,,Restaurant,1965,,2/24/2020 5:41pm,2/26/2020 4:49pm,"17th & R Sts NW, District of Columbia",Verified Location
194,Paramount Steak House,,17th & R Sts NW,-77.038409,38.912563,unclear_coded_by_hand,Washington,District of Columbia,,Restaurant,1969,,2/24/2020 5:41pm,2/26/2020 4:49pm,"17th & R Sts NW, District of Columbia",Verified Location
186,Paramount Steak House,,17th & R Sts NW,-77.038409,38.912563,unclear_coded_by_hand,Washington,District of Columbia,,Restaurant,1968,,2/24/2020 5:41pm,2/26/2020 4:49pm,"17th & R Sts NW, District of Columbia",Verified Location
168,Paramount Steak House,(Georgetown),1227 Wisconsin Ave NW,-77.0626188,38.9058461,"1227 wisconsin ave nw, washington, dc 20007, usa",Washington,District of Columbia,(*) - Very popular,Restaurant,1973,NA,2/16/2020 5:59pm,2/17/2020 1:06am,"1227 Wisconsin Ave NW, District of Columbia",Google Verified Location
204,Paramount Steak House,,17th & R Sts NW,-77.038409,38.912563,unclear_coded_by_hand,Washington,District of Columbia,,Restaurant,1970,,2/24/2020 5:41pm,2/26/2020 4:49pm,"17th & R Sts NW, District of Columbia",Verified Location
258,Paramount Steak House,(Georgetown),1227 Wisconsin Ave NW,-77.0626188,38.9058461,"1227 wisconsin ave nw, washington, dc 20007, usa",Washington,District of Columbia,,Restaurant,1975,NA,2/17/2020 12:53am,2/17/2020 1:06am,"1227 Wisconsin Ave NW, District of Columbia",Google Verified Location
167,Paramount Steak House,,1519 17th St N.W.,-77.0381521,38.9104801,"1519 17th st nw, washington, dc 20036, usa",Washington,District of Columbia,(*) - Very popular,Restaurant,1973,NA,2/16/2020 5:59pm,2/17/2020 1:06am,"1519 17th St N.W., District of Columbia",Google Verified Location
365,Paramount Steak House,,1519 17th St N.W.,-77.0381521,38.9104801,"1519 17th st nw, washington, dc 20036, usa",Washington,District of Columbia,"(*) - Very popular,(M) - Mixed Crowds - Some Straights",Restaurant,1977,NA,2/17/2020 1:09am,2/18/2020 2:09am,"1519 17th St N.W., District of Columbia",Google Verified Location
26,Paramount Steak House,,17th & R Sts NW,-77.038409,38.912563,unclear_coded_by_hand,Washington,District of Columbia,,Restaurant,1966,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"17th & R Sts NW, District of Columbia",Verified Location
207,Paramount Steak House,(Georgetown),1227 Wisconsin Ave NW,-77.0626188,38.9058461,"1227 wisconsin ave nw, washington, dc 20007, usa",Washington,District of Columbia,,Restaurant,1974,NA,2/16/2020 5:59pm,2/17/2020 1:06am,"1227 Wisconsin Ave NW, District of Columbia",Google Verified Location
538,Parkside Plaza Hotel,,1336 I St. NW,-77.0306799,38.9013296,"1336 i st nw, washington, dc 20005, usa",Washington,District of Columbia,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,1980,NA,2/18/2020 1:55am,2/18/2020 2:11am,"1336 I St. NW, District of Columbia",Google Verified Location
169,Phase III,,525 8th St. SE,-76.9952897,38.8819626,"525 8th st se, washington, dc 20003, usa",Washington,District of Columbia,"""(G) - Girls, but seldom exclusively"",(D) - Dancing",Bars/Clubs,1973,NA,2/16/2020 5:59pm,2/17/2020 1:06am,"525 8th St. SE, District of Columbia",Google Verified Location
310,Phase One,,528 8th St. SE,-76.994631,38.8817049,"528 8th st se, washington, dc 20003, usa",Washington,District of Columbia,"""(G) - Girls, but seldom exclusively"",(D) - Dancing,(*) - Very popular",Bars/Clubs,1976,NA,2/17/2020 1:08am,2/17/2020 1:29am,"528 8th St. SE, District of Columbia",Google Verified Location
427,Phase One,,528 8th St. SE,-76.994631,38.8817049,"528 8th st se, washington, dc 20003, usa",Washington,District of Columbia,"""(G) - Girls, but seldom exclusively"",(D) - Dancing,(*) - Very popular","Bars/Clubs,Restaurant",1978,NA,2/18/2020 12:30am,2/18/2020 2:10am,"528 8th St. SE, District of Columbia",Google Verified Location
367,Phase One,,528 8th St. SE,-76.994631,38.8817049,"528 8th st se, washington, dc 20003, usa",Washington,District of Columbia,"""(G) - Girls, but seldom exclusively"",(D) - Dancing,(*) - Very popular",Bars/Clubs,1977,NA,2/17/2020 7:57pm,2/18/2020 2:09am,"528 8th St. SE, District of Columbia",Google Verified Location
208,Phase One,,528 8th St. SE,-76.994631,38.8817049,"528 8th st se, washington, dc 20003, usa",Washington,District of Columbia,"""(G) - Girls, but seldom exclusively"",(D) - Dancing,(*) - Very popular",Bars/Clubs,1974,NA,2/16/2020 5:59pm,2/17/2020 1:06am,"528 8th St. SE, District of Columbia",Google Verified Location
484,Phase One,,528 8th St. SE,-76.994631,38.8817049,"528 8th st se, washington, dc 20003, usa",Washington,District of Columbia,"""(G) - Girls, but seldom exclusively"",(D) - Dancing,(*) - Very popular","Bars/Clubs,Restaurant",1979,NA,2/18/2020 12:45am,2/18/2020 2:10am,"528 8th St. SE, District of Columbia",Google Verified Location
259,Phase One,,528 8th St. SE,-76.994631,38.8817049,"528 8th st se, washington, dc 20003, usa",Washington,District of Columbia,"""(G) - Girls, but seldom exclusively"",(D) - Dancing,(*) - Very popular",Bars/Clubs,1975,NA,2/17/2020 12:53am,2/17/2020 1:06am,"528 8th St. SE, District of Columbia",Google Verified Location
428,Pier Nine,(Disco),1824 Half St. SW,-77.0104392,38.867474,"1824 half st sw, washington, dc 20024, usa",Washington,District of Columbia,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,1978,NA,2/18/2020 12:30am,2/18/2020 2:10am,"1824 Half St. SW, District of Columbia",Google Verified Location
485,Pier Nine,(Disco) (Snacks) (Super light & sound show),1824 Half St. SW,-77.0104392,38.867474,"1824 half st sw, washington, dc 20024, usa",Washington,District of Columbia,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,1979,NA,2/18/2020 12:45am,2/18/2020 2:10am,"1824 Half St. SW, District of Columbia",Google Verified Location
131,Pier Nine,,1824 Half St.,-77.0104392,38.867474,"1824 half st sw, washington, dc 20024, usa",Washington,District of Columbia,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,1972,NA,2/16/2020 5:39pm,2/17/2020 1:06am,"1824 Half St., District of Columbia",Google Verified Location
170,Pier Nine,,1824 Half St. SW,-77.0104392,38.867474,"1824 half st sw, washington, dc 20024, usa",Washington,District of Columbia,"(YC) - Young and/or collegiate types,(D) - Dancing",Bars/Clubs,1973,NA,2/16/2020 5:59pm,2/17/2020 1:06am,"1824 Half St. SW, District of Columbia",Google Verified Location
105,Pier Nine,,1824 Half St.,-77.0104392,38.867474,"1824 half st sw, washington, dc 20024, usa",Washington,District of Columbia,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,1971,NA,2/16/2020 4:44pm,2/17/2020 1:06am,"1824 Half St., District of Columbia",Google Verified Location
368,Pier Nine,(Disco),1824 Half St. SW,-77.0104392,38.867474,"1824 half st sw, washington, dc 20024, usa",Washington,District of Columbia,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,1977,NA,2/17/2020 7:57pm,2/18/2020 2:09am,"1824 Half St. SW, District of Columbia",Google Verified Location
209,Pier Nine,,1824 Half St. SW,-77.0104392,38.867474,"1824 half st sw, washington, dc 20024, usa",Washington,District of Columbia,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,1974,NA,2/16/2020 6:33pm,2/17/2020 1:06am,"1824 Half St. SW, District of Columbia",Google Verified Location
311,Pier Nine,(Disco),1824 Half St. SW,-77.0104392,38.867474,"1824 half st sw, washington, dc 20024, usa",Washington,District of Columbia,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,1976,NA,2/17/2020 1:08am,2/17/2020 1:29am,"1824 Half St. SW, District of Columbia",Google Verified Location
260,Pier Nine,(Disco),1824 Half St. SW,-77.0104392,38.867474,"1824 half st sw, washington, dc 20024, usa",Washington,District of Columbia,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,1975,NA,2/17/2020 12:53am,2/17/2020 1:06am,"1824 Half St. SW, District of Columbia",Google Verified Location
539,Pier Nine,(Disco) (Snacks) (Super light & sound show),1824 Half St. SW,-77.0104392,38.867474,"1824 half st sw, washington, dc 20024, usa",Washington,District of Columbia,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular,(M) - Mixed Crowds - Some Straights",Bars/Clubs,1980,NA,2/18/2020 1:55am,2/18/2020 2:11am,"1824 Half St. SW, District of Columbia",Google Verified Location
178,Pink Elephant,,11th & E NW,-77.027319,38.895939,unclear_coded_by_hand,Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,1965,,2/24/2020 5:41pm,2/26/2020 4:50pm,"11th & E NW, District of Columbia",Verified Location
222,Pink Elephant,Harrington Hotel,11th & E Sts NW,-77.027319,38.895939,unclear_coded_by_hand,Washington,District of Columbia,,"Bars/Clubs,Hotels",1972,,2/24/2020 5:41pm,2/26/2020 4:50pm,"11th & E Sts NW, District of Columbia",Verified Location
234,Pink Elephant,Harrington Hotel,11th & E Sts NW,-77.027319,38.895939,unclear_coded_by_hand,Washington,District of Columbia,"(B) - Blacks frequent,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs,Hotels",1973,,2/24/2020 5:41pm,2/26/2020 4:50pm,"11th & E Sts NW, District of Columbia",Verified Location
215,Pink Elephant,Harrington Hotel,11th & E Sts NW,-77.027319,38.895939,unclear_coded_by_hand,Washington,District of Columbia,,"Bars/Clubs,Hotels",1971,,2/24/2020 5:41pm,2/26/2020 4:50pm,"11th & E Sts NW, District of Columbia",Verified Location
205,Pink Elephant,Harrington Hotel,11th & E Sts NW,-77.027319,38.895939,unclear_coded_by_hand,Washington,District of Columbia,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(M) - Mixed Crowds - Some Straights","Bars/Clubs,Hotels",1970,,2/24/2020 5:41pm,2/26/2020 4:50pm,"11th & E Sts NW, District of Columbia",Verified Location
246,Pink Elephant,Harrington Hotel,11th & E Sts NW,-77.027319,38.895939,unclear_coded_by_hand,Washington,District of Columbia,(RT) - 'Raunchy types' - downtown type places - often hustlers,"Bars/Clubs,Hotels",1974,,2/24/2020 5:41pm,2/26/2020 4:50pm,"11th & E Sts NW, District of Columbia",Verified Location
291,Pink Elephant,"(Some OC, RT) Harrington Hotel",11th & E Streets NW,-77.027319,38.895939,unclear_coded_by_hand,Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,(OC) - Older/More Mature Crowd,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs,Hotels",1977,,2/24/2020 5:41pm,2/26/2020 4:50pm,"11th & E Streets NW, District of Columbia",Verified Location
195,Pink Elephant,,11th & E Sts NW,-77.027319,38.895939,unclear_coded_by_hand,Washington,District of Columbia,"(RT) - 'Raunchy types' - downtown type places - often hustlers,(M) - Mixed Crowds - Some Straights","Bars/Clubs,Hotels",1969,,2/24/2020 5:41pm,2/26/2020 4:50pm,"11th & E Sts NW, District of Columbia",Verified Location
182,Pink Elephant,,11th & E NW,-77.027319,38.895939,unclear_coded_by_hand,Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs,Hotels",1966,,2/24/2020 5:41pm,2/26/2020 4:50pm,"11th & E NW, District of Columbia",Verified Location
308,Pink Elephant,"(Some OC, RT) Harrington Hotel",11th & E Streets NW,-77.027319,38.895939,unclear_coded_by_hand,Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,(OC) - Older/More Mature Crowd,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs,Hotels",1978,,2/24/2020 5:41pm,2/26/2020 4:50pm,"11th & E Streets NW, District of Columbia",Verified Location
45,Pink Elephant,,11th & E NW,-77.027319,38.895939,unclear_coded_by_hand,Washington,District of Columbia,,"Bars/Clubs,Hotels",1968,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"11th & E NW, District of Columbia",Verified Location
324,Plain Brown Wrapper,"(Books, films, peep shows, liquid, toys, etc.)",1210 New York Ave. NW,-77.028799,38.900232,unclear_coded_by_hand,Washington,District of Columbia,(*) - Very popular,"Book Store,Business",1979,,2/24/2020 5:41pm,2/26/2020 4:50pm,"1210 New York Ave. NW, District of Columbia",Verified Location
540,Plain Brown Wrapper,"(Books, films, peep shows, liquid, toys, etc.)",1210 New York Ave. NW,-77.028799,38.9002317,"1210 new york ave nw, washington, dc 20005, usa",Washington,District of Columbia,(*) - Very popular,"Book Store,Business",1980,NA,2/18/2020 1:55am,2/18/2020 2:11am,"1210 New York Ave. NW, District of Columbia",Google Verified Location
261,Plus One,,529 8th St. SE,-76.9953419,38.88189,"529 8th st se, washington, dc 20003, usa",Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours,(*) - Very popular","Bars/Clubs,Restaurant",1975,NA,2/17/2020 12:53am,2/17/2020 1:06am,"529 8th St. SE, District of Columbia",Google Verified Location
107,Plus One,,529 8th St. S.E.,-76.9953419,38.88189,"529 8th st se, washington, dc 20003, usa",Washington,District of Columbia,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,1971,NA,2/16/2020 4:44pm,2/17/2020 1:06am,"529 8th St. S.E., District of Columbia",Google Verified Location
312,Plus One,(Disco),529 8th St. SE,-76.9953419,38.88189,"529 8th st se, washington, dc 20003, usa",Washington,District of Columbia,"(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours,(*) - Very popular,(D) - Dancing,(WE) = Weekends","Bars/Clubs,Restaurant",1976,NA,2/17/2020 1:08am,2/17/2020 1:29am,"529 8th St. SE, District of Columbia",Google Verified Location
172,Plus One,(was closed- May be reopening by June of '72),529 8th St. S.E.,-76.9953419,38.88189,"529 8th st se, washington, dc 20003, usa",Washington,District of Columbia,,Bars/Clubs,1973,NA,2/16/2020 5:59pm,2/17/2020 1:06am,"529 8th St. S.E., District of Columbia",Google Verified Location
133,Plus One,,529 8th St. S.E.,-76.9953419,38.88189,"529 8th st se, washington, dc 20003, usa",Washington,District of Columbia,"(YC) - Young and/or collegiate types,(D) - Dancing,(*) - Very popular",Bars/Clubs,1972,NA,2/16/2020 5:39pm,2/17/2020 1:06am,"529 8th St. S.E., District of Columbia",Google Verified Location
134,Pub Nine,(after hours),525 8th St. S.E.,-76.9952897,38.8819626,"525 8th st se, washington, dc 20003, usa",Washington,District of Columbia,"(YC) - Young and/or collegiate types,(D) - Dancing",Bars/Clubs,1972,NA,2/16/2020 5:39pm,2/17/2020 1:06am,"525 8th St. S.E., District of Columbia",Google Verified Location
262,R & M Book Shop,,1812 Adams Mill Rd.,-77.0431986,38.9230408,"1812 adams mill rd nw, washington, dc 20009, usa",Washington,District of Columbia,,Book Store,1975,NA,2/17/2020 12:53am,2/17/2020 1:06am,"1812 Adams Mill Rd., District of Columbia",Google Verified Location
211,R & M Book Shop,,1812 Adams Mill Rd.,-77.0431986,38.9230408,"1812 adams mill rd nw, washington, dc 20009, usa",Washington,District of Columbia,,Book Store,1974,NA,2/16/2020 6:33pm,2/17/2020 1:06am,"1812 Adams Mill Rd., District of Columbia",Google Verified Location
173,R & M Book Shop,,1812 Adams Mill Rd.,-77.0431986,38.9230408,"1812 adams mill rd nw, washington, dc 20009, usa",Washington,District of Columbia,,Book Store,1973,NA,2/16/2020 5:59pm,2/17/2020 1:06am,"1812 Adams Mill Rd., District of Columbia",Google Verified Location
552,Rascal's,(Disco but no D),1520 Connecticut Ave.,-77.0443318,38.910661,"1520 connecticut ave nw, washington, dc 20036, usa",Washington,District of Columbia,"(*) - Very popular,(D) - Dancing",Restaurant,1980,NA,2/18/2020 2:00am,2/18/2020 2:11am,"1520 Connecticut Ave., District of Columbia",Google Verified Location
85,Regency Steam Baths,,413 L St. NW,-77.0164607,38.9038898,"413 l st nw, washington, dc 20001, usa",Washington,District of Columbia,(*) - Very popular,Baths,1970,NA,2/16/2020 1:42pm,2/17/2020 1:06am,"413 L St. NW, District of Columbia",Google Verified Location
174,Regency Steam Baths,,413 L St. NW,-77.0164607,38.9038898,"413 l st nw, washington, dc 20001, usa",Washington,District of Columbia,(*) - Very popular,Baths,1973,NA,2/16/2020 5:59pm,2/17/2020 1:06am,"413 L St. NW, District of Columbia",Google Verified Location
108,Regency Steam Baths,,413 L St. NW,-77.0164607,38.9038898,"413 l st nw, washington, dc 20001, usa",Washington,District of Columbia,(*) - Very popular,Baths,1971,NA,2/16/2020 4:44pm,2/17/2020 1:06am,"413 L St. NW, District of Columbia",Google Verified Location
212,Regency Steam Baths,,413 L St. NW,-77.0164607,38.9038898,"413 l st nw, washington, dc 20001, usa",Washington,District of Columbia,(*) - Very popular,Baths,1974,NA,2/16/2020 6:33pm,2/17/2020 1:06am,"413 L St. NW, District of Columbia",Google Verified Location
