"ID","title","description","streetaddress","city","state","amenityfeatures","type","unclearaddress","notes","dateadded","lastmodified","Year","full.address","lon","lat","geoAddress"
203,"Andrew Johnson Hotel Bar","","918 Gat St. NW","Knoxville","TN","(M) - Mixed Crowds","Bars/Clubs,Hotels","","","8/13/2019 9:48am","8/28/2019 2:43pm","1966","918 Gat St. NW, Knoxville, TN",-83.964027,35.9530561,"918 west st nw, knoxville, tn 37919, usa"
209,"Oasis","Tennessee Hotel","3rd & Union","Memphis","TN","(M) - Mixed Crowds,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs,Hotels","","","8/13/2019 9:48am","8/28/2019 2:43pm","1966","3rd & Union, Memphis, TN",-95.5960544,37.0406848,"1215 e 3rd st, coffeyville, ks 67337, usa"
208,"French Quarter","(weekends - after hours) (basement)","Union Ave & Front St","Memphis","TN","(*) - Very popular","Bars/Clubs","","","8/13/2019 9:48am","8/13/2019 9:56am","1966","Union Ave & Front St, Memphis, TN",-96.01154,36.089784,"w 51st st s& s union ave, tulsa, ok 74107, usa"
211,"Chez Paree","","214 N. 4th","Nashville","TN","(M) - Mixed Crowds,(D) - Dancing","Bars/Clubs","","","8/13/2019 9:48am","8/13/2019 9:56am","1966","214 N. 4th, Nashville, TN",-86.7790285,36.1643174,"214 4th ave n, nashville, tn 37219, usa"
210,"Twilight Lounge","","1786 Madison Ave","Memphis","TN","","Bars/Clubs","","","8/13/2019 9:48am","8/13/2019 9:56am","1966","1786 Madison Ave, Memphis, TN",-90.001451,35.138261,"1786 madison ave, memphis, tn 38104, usa"
214,"Jungle Lounge","(best after midnight)","715 Commerce","Nashville","TN","(*) - Very popular","Bars/Clubs","","","8/13/2019 9:48am","8/13/2019 9:56am","1966","715 Commerce, Nashville, TN",-86.7821456,36.1605216,"715 commerce st, nashville, tn 37203, usa"
213,"Juanita's","","713 Commerce","Nashville","TN","(*) - Very popular","Bars/Clubs","","","8/13/2019 9:48am","8/13/2019 9:56am","1966","713 Commerce, Nashville, TN",-86.7821572,36.1606357,"713 commerce st, nashville, tn 37203, usa"
212,"Hi Hat Lounge","","604 Commerce","Nashville","TN","(M) - Mixed Crowds","Bars/Clubs","","","8/13/2019 9:48am","8/13/2019 9:56am","1966","604 Commerce, Nashville, TN",-86.7808017,36.1615665,"604 commerce st, nashville, tn 37203, usa"
216,"Cabaret","(collegiate)","3010 Guadalupe","Austin","TX","(*) - Very popular","Bars/Clubs","","","8/13/2019 9:48am","8/13/2019 10:04am","1966","3010 Guadalupe, Austin, TX",-97.7416176,30.2974981,"3010 guadalupe st, austin, tx 78705, usa"
215,"Ship's Lounge","","214 E. 3rd","Amarillo","TX","(M) - Mixed Crowds","Bars/Clubs","","","8/13/2019 9:48am","8/13/2019 10:04am","1966","214 E. 3rd, Amarillo, TX",-101.8336236,35.2157288,"214 ne 3rd ave, amarillo, tx 79107, usa"
217,"Freddie's","","509 E. 6th","Austin","TX","","Bars/Clubs","","","8/13/2019 9:48am","8/13/2019 10:04am","1966","509 E. 6th, Austin, TX",-97.7379252,30.2665069,"509 e 6th st, austin, tx 78701, usa"
219,"Park Lounge","","2175 Tancahua","Corpus Christi","TX","","Bars/Clubs","","","8/13/2019 9:57am","8/13/2019 10:04am","1966","2175 Tancahua, Corpus Christi, TX",-97.398904,27.8078045,"2175 n tancahua st, corpus christi, tx 78401, usa"
220,"Ronnie's","","219 N. Frazier","Conroe","TX","","Bars/Clubs","","","8/13/2019 9:57am","8/13/2019 10:04am","1966","219 N. Frazier, Conroe, TX",-95.4616346,30.3107368,"219 n frazier st, conroe, tx 77301, usa"
218,"Manhattan","","911 Congress","Austin","TX","","Bars/Clubs","","","8/13/2019 9:57am","8/13/2019 10:04am","1966","911 Congress, Austin, TX",-97.741195,30.271172,"911 congress ave, austin, tx 78701, usa"
273,"Atlantis","","Field St & Cedar Springs","Dallas","TX","(*) - Very popular","Bars/Clubs","","","8/13/2019 4:55pm","8/13/2019 4:57pm","1966","Field St & Cedar Springs, Dallas, TX",-95.1602268,37.5162788,"udall rd, st paul, ks 66771, usa"
275,"Gene's Music Box","","307 S. Akard","Dallas","TX","(*) - Very popular","Bars/Clubs","","","8/13/2019 4:55pm","8/13/2019 4:57pm","1966","307 S. Akard, Dallas, TX",-96.7991905,32.7787511,"307 s akard st, dallas, tx 75202, usa"
279,"Zoo Bar","","1600 Commerce","Dallas","TX","(M) - Mixed Crowds,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs","","","8/13/2019 4:55pm","8/13/2019 4:57pm","1966","1600 Commerce, Dallas, TX",-96.7972176,32.7799153,"1600 commerce st, dallas, tx 75201, usa"
276,"Jungle Hut","","415 N Harwood","Dallas","TX","(M) - Mixed Crowds,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs","","","8/13/2019 4:55pm","8/13/2019 4:57pm","1966","415 N Harwood, Dallas, TX",-96.7964551,32.7841259,"415 n harwood st, dallas, tx 75201, usa"
282,"Club Pigalle","","613 E San Antonio","El Paso","TX","(*) - Very popular","Bars/Clubs","","","8/13/2019 4:55pm","8/13/2019 5:10pm","1966","613 E San Antonio, El Paso, TX",-106.4830933,31.7591341,"613 e san antonio ave, el paso, tx 79901, usa"
280,"Chris' Lounge","","112 W San Antonio","El Paso","TX","","Bars/Clubs","","","8/13/2019 4:55pm","8/13/2019 5:10pm","1966","112 W San Antonio, El Paso, TX",-106.4894154,31.7573322,"112 w san antonio ave, el paso, tx 79901, usa"
283,"Cortez Hotel Bar","","306 N Mesa","El Paso","TX","","Bars/Clubs,Hotels","","","8/13/2019 4:55pm","8/28/2019 2:45pm","1966","306 N Mesa, El Paso, TX",-106.4878907,31.7598341,"306 n mesa st, el paso, tx 79901, usa"
277,"Ken's","(after hours)","E Lemmon & McKinley","Dallas","TX","""(C) - Coffee, soft drinks and sometimes snacks""","Bars/Clubs","","","8/13/2019 4:55pm","8/13/2019 4:57pm","1966","E Lemmon & McKinley, Dallas, TX",-78.9371203,36.0071459,"2301 erwin rd, durham, nc 27705, usa"
278,"Villa Fontana","","1315 Skiles","Dallas","TX","(*) - Very popular","Bars/Clubs","","","8/13/2019 4:55pm","8/13/2019 4:57pm","1966","1315 Skiles, Dallas, TX",-96.786291,32.791936,"1315 skiles st, dallas, tx 75204, usa"
290,"Zodiac Baths","","220-1/2 21st St","Galveston","TX","","Baths","","","8/13/2019 4:55pm","8/13/2019 5:01pm","1966","220-1/2 21st St, Galveston, TX",-94.7925846,29.3091539,"2 21st st #1, galveston, tx 77550, usa"
291,"Athens","","8037 Clinton Dr","Houston","TX","","Bars/Clubs","","","8/13/2019 4:55pm","8/13/2019 5:10pm","1966","8037 Clinton Dr, Houston, TX",-95.2838877,29.7506921,"8037 clinton dr, houston, tx 77029, usa"
286,"Kinney's","","600 blk Main St","Ft. Worth","TX","","Bars/Clubs","","","8/13/2019 4:55pm","8/13/2019 5:10pm","1966","600 blk Main St, Ft. Worth, TX",-97.330739,32.7537712,"600 main st, fort worth, tx 76102, usa"
289,"The Two B's","","118 14th St","Galveston","TX","(D) - Dancing,(*) - Very popular","Bars/Clubs","","","8/13/2019 4:55pm","8/13/2019 5:10pm","1966","118 14th St, Galveston, TX",-94.7839048,29.3100783,"118 14th st, galveston, tx 77550, usa"
287,"Glory Hole","","2100 blk Strand","Galveston","TX","(*) - Very popular","Bars/Clubs","","","8/13/2019 4:55pm","8/13/2019 5:10pm","1966","2100 blk Strand, Galveston, TX",-94.7921794,29.3077679,"2100 strand st, galveston, tx 77550, usa"
288,"Lafitte","(also Louisa's)","1428 Strand","Galveston","TX","(D) - Dancing","Bars/Clubs","","","8/13/2019 4:55pm","8/13/2019 5:10pm","1966","1428 Strand, Galveston, TX",-94.7851819,29.3098038,"1428 strand st, galveston, tx 77550, usa"
285,"Plaza Hotel Bar","","Mills & Oregon","El Paso","TX","(M) - Mixed Crowds,(PE) - Pretty elegant - jacket & tie may be required","Bars/Clubs,Hotels","","","8/13/2019 4:55pm","8/28/2019 2:43pm","1966","Mills & Oregon, El Paso, TX",-97.0426273,32.9661856,"3000 grapevine mills pkwy, grapevine, tx 76051, usa"
292,"Carnival Room","","2506 Tangley","Houston","TX","(D) - Dancing,(P) - Private club - Inquire locally to admission,""(C) - Coffee, soft drinks and sometimes snacks""","Bars/Clubs","","","8/13/2019 4:55pm","8/13/2019 5:10pm","1966","2506 Tangley, Houston, TX",-95.416987,29.7200315,"2506 tangley st, houston, tx 77005, usa"
293,"Exile","","1011 Bell","Houston","TX","(*) - Very popular","Bars/Clubs","","","8/13/2019 4:55pm","8/13/2019 5:10pm","1966","1011 Bell, Houston, TX",-95.367921,29.7532503,"1011 bell st, houston, tx 77002, usa"
294,"European Lounge","","2119 Leeland","Houston","TX","","Bars/Clubs","","","8/13/2019 4:55pm","8/13/2019 5:10pm","1966","2119 Leeland, Houston, TX",-95.3581856,29.7465423,"2119 leeland st, houston, tx 77003, usa"
295,"Golden Nugget","","2802 Austin","Houston","TX","(*) - Very popular","Bars/Clubs","","","8/13/2019 4:55pm","8/13/2019 5:10pm","1966","2802 Austin, Houston, TX",-95.3718932,29.7420517,"2802 austin st, houston, tx 77004, usa"
298,"Numbers","","1003 California","Houston","TX","","Bars/Clubs","","","8/13/2019 5:02pm","8/13/2019 5:10pm","1966","1003 California, Houston, TX",-95.390896,29.745284,"1003 california st, houston, tx 77006, usa"
300,"Red Room","(very popular Friday eves)","612 Hadley","Houston","TX","","Bars/Clubs","","","8/13/2019 5:02pm","8/13/2019 5:10pm","1966","612 Hadley, Houston, TX",-95.3757022,29.7489876,"612 hadley st, houston, tx 77002, usa"
299,"Pink Elephant","","1218 Leeland","Houston","TX","(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs","","","8/13/2019 5:02pm","8/13/2019 5:10pm","1966","1218 Leeland, Houston, TX",-95.366269,29.750923,"1218 leeland st, houston, tx 77002, usa"
297,"New Yorker","","Westheimer nr Montrose","Houston","TX","(D) - Dancing","Bars/Clubs","","","8/13/2019 5:02pm","8/13/2019 5:10pm","1966","Westheimer nr Montrose, Houston, TX",-95.3958008,29.743418,"westheimer rd, houston, tx, usa"
296,"Keg","","1016 Gray","Houston","TX","","Bars/Clubs","","","8/13/2019 5:02pm","8/13/2019 5:10pm","1966","1016 Gray, Houston, TX",-95.370891,29.7480988,"1016 gray st, houston, tx 77002, usa"
302,"Stadium","","2417 Times","Houston","TX","(*) - Very popular","Bars/Clubs","","","8/13/2019 5:02pm","8/13/2019 5:10pm","1966","2417 Times, Houston, TX",-95.3698028,29.7604267,"houston, tx, usa"
307,"Cork Room","","411 N. St Mary's","San Antonio","TX","(*) - Very popular","Bars/Clubs","","","8/13/2019 5:02pm","8/13/2019 5:10pm","1966","411 N. St Mary's, San Antonio, TX",-98.4915692,29.4279971,"411 n st mary's st, san antonio, tx 78205, usa"
305,"Upstairs","(after hours)","2421 Times","Houston","TX","(D) - Dancing,(*) - Very popular","Bars/Clubs","","","8/13/2019 5:02pm","8/13/2019 5:10pm","1966","2421 Times, Houston, TX",-95.4159674,29.7251895,"2421 bissonnet st, houston, tx 77005, usa"
304,"Thirty-Three Hundred Club","","3300 San Jacinto","Houston","TX","","Bars/Clubs","","","8/13/2019 5:02pm","8/13/2019 5:10pm","1966","3300 San Jacinto, Houston, TX",-95.3759094,29.7398834,"3300 san jacinto st, houston, tx 77004, usa"
303,"Surf","","2909 Main","Houston","TX","","Bars/Clubs","","","8/13/2019 5:02pm","8/13/2019 5:10pm","1966","2909 Main, Houston, TX",-95.3755528,29.7430456,"2909 main st, houston, tx 77002, usa"
301,"Showboat","","1104 Tuam","Houston","TX","","Bars/Clubs","","","8/13/2019 5:02pm","8/13/2019 5:10pm","1966","1104 Tuam, Houston, TX",-95.3746596,29.7426338,"1104 tuam st, houston, tx 77004, usa"
308,"Marine Room","","721 Navarro","San Antonio","TX","(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs","","","8/13/2019 5:04pm","8/13/2019 5:10pm","1966","721 Navarro, San Antonio, TX",-98.4900197,29.4277805,"721 navarro st, san antonio, tx 78205, usa"
312,"Blue Lounge","(piano bar)","1016 Scott","Wichita Falls","TX","(M) - Mixed Crowds","Bars/Clubs","","","8/13/2019 5:04pm","8/13/2019 5:10pm","1966","1016 Scott, Wichita Falls, TX",-98.5050205,33.9266017,"1016 n scott ave, wichita falls, tx 76306, usa"
311,"Top Hat","","210 S. New Braunfels","San Antonio","TX","","Bars/Clubs","","","8/13/2019 5:04pm","8/13/2019 5:10pm","1966","210 S. New Braunfels, San Antonio, TX",-98.4611636,29.418006,"210 s new braunfels ave, san antonio, tx 78203, usa"
313,"Office","","800 Travis","Wichita Falls","TX","(*) - Very popular","Bars/Clubs","","","8/13/2019 5:04pm","8/13/2019 5:10pm","1966","800 Travis, Wichita Falls, TX",-98.4945038,33.9103207,"800 travis st, wichita falls, tx 76301, usa"
221,"Continental","","111 W. Tazewell","Norfolk","VA","(*) - Very popular","Bars/Clubs","","","8/13/2019 9:57am","8/13/2019 10:08am","1966","111 W. Tazewell, Norfolk, VA",-76.2914909,36.8492514,"111 w tazewell st, norfolk, va 23510, usa"
223,"Rene's","","206 N. 8th St.","Richmond","VA","(*) - Very popular","Bars/Clubs","","","8/13/2019 9:57am","8/13/2019 10:08am","1966","206 N. 8th St., Richmond, VA",-77.435968,37.5408083,"206 n 8th st, richmond, va 23219, usa"
224,"Craig's","","2101 Atlantic","Virginia Beach","VA","(*) - Very popular","Bars/Clubs","","","8/13/2019 9:57am","8/13/2019 10:07am","1966","2101 Atlantic, Virginia Beach, VA",-75.974762,36.8493461,"2101 atlantic ave, virginia beach, va 23451, usa"
222,"Eton's","","938 Grace St","Richmond","VA","(*) - Very popular","Bars/Clubs","","","8/13/2019 9:57am","8/13/2019 10:08am","1966","938 Grace St, Richmond, VA",-77.4525672,37.5509153,"938 w grace st, richmond, va 23284, usa"
226,"Sherwood's","","2105 Atlantic","Virginia Beach","VA","","Bars/Clubs","","","8/13/2019 9:57am","8/13/2019 10:07am","1966","2105 Atlantic, Virginia Beach, VA",-75.974754,36.849503,"2105 atlantic ave, virginia beach, va 23451, usa"
228,"Le Moon Villas","(Coconut Grove)","2661 Bayshore Dr.","Miami","FL","""(H) - Hotel, motel, or other overnight accomodations""","Hotels","","","8/13/2019 9:57am","8/13/2019 10:18am","1966","2661 Bayshore Dr., Miami, FL",-80.2366855,25.7309934,"2661 s bayshore dr, miami, fl 33133, usa"
227,"Ocean Club","","14 Kendall St.","Clearwater","FL","","Bars/Clubs","","","8/13/2019 9:57am","8/13/2019 10:22am","1966","14 Kendall St., Clearwater, FL",-82.8272503,27.9856914,"14 kendall st, clearwater, fl 33767, usa"
229,"Leprechaun","","7305 Bird Road","Miami","FL","(*) - Very popular","Bars/Clubs","","","8/13/2019 9:57am","8/13/2019 10:19am","1966","7305 Bird Road, Miami, FL",-80.313097,25.7333657,"7305 bird rd, miami, fl 33155, usa"
230,"Annex","","2027 Moffet","Dania","FL","","Bars/Clubs","","","8/13/2019 10:08am","8/13/2019 10:22am","1966","2027 Moffet, Dania, FL",-80.1420731,25.9969518,"2027 moffett st, hollywood, fl 33020, usa"
231,"Hollywood","","415 Main St.","Daytona Beach","FL","","Bars/Clubs","","","8/13/2019 10:08am","8/13/2019 10:22am","1966","415 Main St., Daytona Beach, FL",-81.0116692,29.2257147,"415 main st, daytona beach, fl 32118, usa"
235,"Zanzibar","","214 SW 1st Ave","Ft. Lauderdale","FL","(*) - Very popular","Bars/Clubs","","","8/13/2019 10:08am","8/13/2019 10:22am","1966","214 SW 1st Ave, Ft. Lauderdale, FL",-80.1443633,26.12011,"214 sw 1st ave, fort lauderdale, fl 33301, usa"
234,"Elbo Room","(collegiate) (Ft. Lauderdale Beach)","241 S. Atlantic","Ft. Lauderdale","FL","(M) - Mixed Crowds","Bars/Clubs","","","8/13/2019 10:08am","8/13/2019 10:22am","1966","241 S. Atlantic, Ft. Lauderdale, FL",-80.1047966,26.1194696,"241 s atlantic blvd, fort lauderdale, fl 33316, usa"
233,"Yum Yum Tree","(Hwy 1 in Holly Hill)","703 Ridgewood","Daytona Beach","FL","(*) - Very popular","Bars/Clubs","","","8/13/2019 10:08am","8/13/2019 10:22am","1966","703 Ridgewood, Daytona Beach, FL",-81.0369759,29.2382418,"703 ridgewood ave, holly hill, fl 32117, usa"
239,"Howard's","","238 W. Adams","Jacksonville","FL","(*) - Very popular","Bars/Clubs","","","8/13/2019 10:08am","8/13/2019 10:20am","1966","238 W. Adams, Jacksonville, FL",-81.6612695,30.3283807,"238 w adams st, jacksonville, fl 32202, usa"
243,"Cactus","","Biscanyne & 20th","Miami","FL","(*) - Very popular","Bars/Clubs","","","8/13/2019 10:08am","8/13/2019 10:19am","1966","Biscanyne & 20th, Miami, FL",-80.2321,25.5722,"biscayne bay, florida, usa"
240,"Waldorf Lounge","","14 E. Forsythe","Jacksonville","FL","(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs","","","8/13/2019 10:08am","8/13/2019 10:20am","1966","14 E. Forsythe, Jacksonville, FL",-81.657523,30.3269532,"14 e forsyth st, jacksonville, fl 32202, usa"
241,"Butch's","","412 Boardwalk","Jacksonville Beach","FL","(M) - Mixed Crowds","Bars/Clubs","","","8/13/2019 10:08am","8/13/2019 10:20am","1966","412 Boardwalk, Jacksonville Beach, FL",-81.3990801,30.365626,"boardwalk, jacksonville, fl 32233, usa"
237,"Calypso Lounge","","150 San Carlos","Ft. Myers","FL","","Bars/Clubs","","","8/13/2019 10:08am","8/13/2019 10:22am","1966","150 San Carlos, Ft. Myers, FL",-81.954828,26.4544468,"150 san carlos blvd, fort myers beach, fl 33931, usa"
238,"Bo's Reef","","3225 Forst","Jacksonville","FL","(*) - Very popular","Bars/Clubs","","","8/13/2019 10:08am","8/13/2019 10:20am","1966","3225 Forst, Jacksonville, FL",-81.544005,30.2880452,"3225 forest blvd, jacksonville, fl 32246, usa"
247,"Googies","","5832 NW 27th St","Miami","FL","","Bars/Clubs","","","8/13/2019 10:08am","8/13/2019 10:19am","1966","5832 NW 27th St, Miami, FL",-80.2491814,25.8004031,"5832 nw 27th st, miami, fl 33142, usa"
246,"De Luxe Club","","2800 NW 27th St","Miami","FL","(*) - Very popular,""(SM) - Some motorcycle. Don't confuse with 'M-S,' which means mixed crowds - shows. ""","Bars/Clubs","","","8/13/2019 10:08am","8/13/2019 10:19am","1966","2800 NW 27th St, Miami, FL",-80.2417359,25.8004375,"2800 nw 27th st, miami, fl 33142, usa"
244,"Candlelight","(Coconut Grove)","3131 Commodore Plaza","Miami","FL","""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. ""","Restaurant","","","8/13/2019 10:08am","8/13/2019 10:18am","1966","3131 Commodore Plaza, Miami, FL",-80.2441116,25.7273309,"3131 commodore plaza, miami, fl 33133, usa"
245,"Carnival","","137 NE 3rd St","Miami","FL","(*) - Very popular","Bars/Clubs","","","8/13/2019 10:08am","8/13/2019 10:18am","1966","137 NE 3rd St, Miami, FL",-80.1914253,25.7771056,"137 ne 3rd st, miami, fl 33132, usa"
250,"Your Bar","","930 Le Jeune Rd","Miami","FL","(*) - Very popular","Bars/Clubs","","","8/13/2019 10:10am","8/13/2019 10:19am","1966","930 Le Jeune Rd, Miami, FL",-80.2635159,25.7631142,"930 s le jeune rd, miami, fl 33134, usa"
248,"Mermaid Room","(back room at Vic's)","101 NE 2nd Ave","Miami","FL","(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs","","","8/13/2019 10:10am","8/13/2019 10:19am","1966","101 NE 2nd Ave, Miami, FL",-80.190147,25.7753737,"101 ne 2nd ave, miami, fl 33132, usa"
249,"Studio Restaurant","","3071 32nd Ave","Miami","FL","(M) - Mixed Crowds","Restaurant","","","8/13/2019 10:10am","8/13/2019 10:18am","1966","3071 32nd Ave, Miami, FL",-80.2480445,25.8041093,"3071 nw 32nd ave, miami, fl 33142, usa"
252,"Frenchie's","","1514 Alton Rd","Miami Beach","FL","","Bars/Clubs","","","8/13/2019 10:10am","8/13/2019 10:19am","1966","1514 Alton Rd, Miami Beach, FL",-80.1413772,25.7877047,"1514 alton rd, miami beach, fl 33139, usa"
253,"Mayflower Lounge","(Billy Lee's) in Mayflower Hotel","1716 Alton Rd.","Miami Beach","FL","","Bars/Clubs,Hotels","","","8/13/2019 10:10am","8/28/2019 2:43pm","1966","1716 Alton Rd., Miami Beach, FL",-80.1415936,25.7924975,"1716 alton rd, miami beach, fl 33139, usa"
251,"Alley","(via parking lot in rear)","1685 Alton Rd","Miami Beach","FL","(*) - Very popular","Bars/Clubs","","","8/13/2019 10:10am","8/13/2019 10:19am","1966","1685 Alton Rd, Miami Beach, FL",-80.1408687,25.7917779,"1685 alton rd, miami beach, fl 33139, usa"
254,"Pin Up","","2228 Park Ave","Miami Beach","FL","","Bars/Clubs","","","8/13/2019 10:10am","8/13/2019 10:19am","1966","2228 Park Ave, Miami Beach, FL",-80.1303187,25.7988876,"2228 park ave, miami beach, fl 33139, usa"
258,"Lido","","429 Ocean Ave","Palm Beach","FL","","Bars/Clubs","","","8/13/2019 10:22am","8/13/2019 10:28am","1966","429 Ocean Ave, Palm Beach, FL",-80.0699718,26.5273814,"429 w ocean ave, boynton beach, fl 33435, usa"
261,"Ten Beach Drive","","10 Beach Drive N.","St. Petersburg","FL","(PE) - Pretty elegant - jacket & tie may be required","Bars/Clubs","","","8/13/2019 10:22am","8/13/2019 10:28am","1966","10 Beach Drive N., St. Petersburg, FL",-82.6335459,27.7714391,"10 beach dr ne, st. petersburg, fl 33701, usa"
260,"Trader Jon's","","511 S. Pelfox","Pensacola","FL","","Bars/Clubs","","","8/13/2019 10:22am","8/13/2019 10:28am","1966","511 S. Pelfox, Pensacola, FL",-87.214373,30.407141,"511 s palafox st, pensacola, fl 32501, usa"
259,"San Carlos Hotel Bar","","1 Peifox","Pensacola","FL","(M) - Mixed Crowds","Bars/Clubs,Hotels","","","8/13/2019 10:22am","8/28/2019 2:43pm","1966","1 Peifox, Pensacola, FL",-87.2155037,30.4125785,"1 s palafox st, pensacola, fl 32502, usa"
266,"LeRoc Bar","","415 N. Monroe","Tallahassee","FL","(M) - Mixed Crowds","Bars/Clubs","","","8/13/2019 10:22am","8/13/2019 10:28am","1966","415 N. Monroe, Tallahassee, FL",-84.2804244,30.4460538,"415 n monroe st, tallahassee, fl 32301, usa"
267,"Carousel","","1806 W. Platt St","Tampa","FL","(*) - Very popular","Bars/Clubs","","","8/13/2019 10:22am","8/13/2019 10:28am","1966","1806 W. Platt St, Tampa, FL",-82.4781736,27.9416592,"1806 w platt st, tampa, fl 33606, usa"
263,"Elbo Room","","5 Blvd of Presidents","Sarasota","FL","(M) - Mixed Crowds","Bars/Clubs","","","8/13/2019 10:22am","8/13/2019 10:28am","1966","5 Blvd of Presidents, Sarasota, FL",-82.570512,27.308376,"boulevard of presidents, sarasota, fl 34236, usa"
264,"Northside Tavern","","2805 N. Tamiami","Sarasota","FL","","Bars/Clubs","","","8/13/2019 10:22am","8/13/2019 10:28am","1966","2805 N. Tamiami, Sarasota, FL",-82.5496894,27.3608869,"2805 n tamiami trail, sarasota, fl 34234, usa"
262,"Trade Winds","","233 Central Ave","St. Petersburg","FL","","Bars/Clubs","","","8/13/2019 10:22am","8/13/2019 10:28am","1966","233 Central Ave, St. Petersburg, FL",-82.6362919,27.7714241,"233 central ave, st. petersburg, fl 33701, usa"
265,"Cypress Lounge","Floridian Hotel","204 N. Monroe","Tallahassee","FL","(M) - Mixed Crowds","Bars/Clubs,Hotels","","","8/13/2019 10:22am","8/28/2019 2:43pm","1966","204 N. Monroe, Tallahassee, FL",-84.2810315,30.4437529,"204 n monroe st, tallahassee, fl 32301, usa"
269,"Ohio","","Tamoa & Polk","Tampa","FL","(M) - Mixed Crowds","Bars/Clubs","","","8/13/2019 10:22am","8/13/2019 10:28am","1966","Tamoa & Polk, Tampa, FL",-82.4571776,27.950575,"tampa, fl, usa"
268,"Jimmy White's","","1725 W. Kennedy","Tampa","FL","""(G) - Girls, but seldom exclusively""","Bars/Clubs","","","8/13/2019 10:22am","8/13/2019 10:28am","1966","1725 W. Kennedy, Tampa, FL",-82.4782191,27.9449614,"1725 w kennedy blvd, tampa, fl 33606, usa"
271,"Turf","","221 Datura","West Palm Beach","FL","","Bars/Clubs","","","8/13/2019 10:22am","8/13/2019 10:28am","1966","221 Datura, West Palm Beach, FL",-80.0515899,26.7123897,"221 datura st, west palm beach, fl 33401, usa"
270,"Kikiki","","723 Morgan","Tampa","FL","(*) - Very popular","Bars/Clubs","","","8/13/2019 10:22am","8/13/2019 10:28am","1966","723 Morgan, Tampa, FL",-82.4564615,27.9509523,"723 n morgan st, tampa, fl 33602, usa"
319,"Jochebo's","(Weekends downstairs)","3 L Hwy","Covington","KY","(D) - Dancing,(*) - Very popular","Bars/Clubs","","","8/13/2019 11:12pm","8/13/2019 11:13pm","1966","3 L Hwy, Covington, KY",-84.5342106,39.0317298,"493 orphanage rd, covington, ky 41017, usa"
320,"Gilded Cage","","24 E Main St.","Lexington","KY","(M) - Mixed Crowds","Bars/Clubs","","","8/13/2019 11:12pm","8/13/2019 11:13pm","1966","24 E Main St., Lexington, KY",-84.4970827,38.0458352,"24 e main st, lexington, ky 40507, usa"
321,"Dinty Moore's","","410 Broadway","Louisville","KY","(M) - Mixed Crowds,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs","","","8/13/2019 11:12pm","8/13/2019 11:14pm","1966","410 Broadway, Louisville, KY",-85.75917,38.2457871,"410 w broadway, louisville, ky 40202, usa"
322,"Downtowner","(Back room best)","320 W Chestnut St","Louisville","KY","(*) - Very popular","Bars/Clubs","","","8/13/2019 11:12pm","8/13/2019 11:14pm","1966","320 W Chestnut St, Louisville, KY",-85.7569645,38.2486646,"320 w chestnut st, louisville, ky 40202, usa"
150,"Mollie's","","360 Central Ave","Hot Springs","AR","""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",(M) - Mixed Crowds","Restaurant","","","8/12/2019 10:30am","8/13/2019 11:50pm","1966","360 Central Ave, Hot Springs, AR",-93.0540795,34.5140779,"360 central ave, hot springs national park, ar 71901, usa"
151,"Peacock Lounge","","220 Central Ave","Hot Springs","AR","","Bars/Clubs","","","8/12/2019 10:30am","8/13/2019 11:51pm","1966","220 Central Ave, Hot Springs, AR",-93.0543725,34.5170929,"220 central ave, hot springs, ar 71901, usa"
152,"Brown Jug","","111 E. 13th St","Little Rock","AR","(*) - Very popular","Bars/Clubs","","","8/12/2019 10:30am","8/13/2019 11:51pm","1966","111 E. 13th St, Little Rock, AR",-92.2725154,34.7362986,"111 e 13th st, little rock, ar 72202, usa"
1,"Fire Pit","","1915 5th Ave N","Birmingham","AL","(*) - Very popular","Bars/Clubs","",NA,"8/19/2019 12:22am","8/19/2019 12:26am","1968","1915 5th Ave N, Birmingham, AL",-86.8089254,33.517555,"1915 5th ave n, birmingham, al 35203, usa"
2,"Jewel Box","Dinkler-Tutwiler Hotel","20th St & 5th Ave N","Birmingham","AL","(M) - Mixed Crowds,(PE) - Pretty elegant - jacket & tie may be required","Bars/Clubs,Hotels","",NA,"8/19/2019 12:22am","8/28/2019 2:44pm","1968","20th St & 5th Ave N, Birmingham, AL",-94.9503906,39.3188635,"202 n 20th st, leavenworth, ks 66048, usa"
